           , N1           , N2           , N3           , N4           , N5           , N6           , N7           , N8           , N9           , N10          , N11          , N12         
1990-05-02 , 0.4110821759 , 0.0182198982 , 0.0399152968 , 0.4110821759 , 0.0852464464 , 0.0855725323 , 0.1637634276 , 0.1486018428 , 0.4110821759 , 0.0675714563 , 0.1137767086 , 0.0885699236
1990-05-03 , 0.5983176337 , 0.0157443577 , 0.0443956162 , 0.5983176337 , 0.1191687690 , 0.1166985404 , 0.1989681101 , 0.1476015445 , 0.5983176337 , 0.0832928693 , 0.1281390154 , 0.1194767704
1990-05-04 , 0.801484002  , 0.0137444389 , 0.0539211697 , 0.801484002  , 0.1429987023 , 0.1449924044 , 0.2379574246 , 0.1548224555 , 0.801484002  , 0.0898639820 , 0.1514319525 , 0.1427463107
1990-05-05 , 0.9342166477 , 0.0120768229 , 0.0582040293 , 0.9342166477 , 0.1529850713 , 0.1547073928 , 0.2608934189 , 0.1509311252 , 0.9342166477 , 0.0852931270 , 0.1671859176 , 0.1473944768
1990-05-06 , 0.9531691940 , 0.0106834129 , 0.0552833839 , 0.9531691940 , 0.1384138318 , 0.1466304071 , 0.2545761674 , 0.1364167389 , 0.9531691940 , 0.0831042253 , 0.1673179344 , 0.1288651078
1990-05-07 , 0.9443397239 , 0.0095192237 , 0.0515991210 , 0.9443397239 , 0.1235616049 , 0.1356458875 , 0.2439030399 , 0.1132482457 , 0.9443397239 , 0.0789082844 , 0.1628899468 , 0.1114104095
1990-05-08 , 1.0075278953 , 0.0089181406 , 0.0523240831 , 1.0075278953 , 0.1254390010 , 0.1351982964 , 0.2541000930 , 0.1036035608 , 1.0075278953 , 0.0796011465 , 0.1696495904 , 0.1064737955
1990-05-09 , 1.1230197483 , 0.0086477774 , 0.0552537706 , 1.1230197483 , 0.1333245171 , 0.1428170663 , 0.2791702835 , 0.1025942201 , 1.1230197483 , 0.0849514431 , 0.1851733172 , 0.0927971734
1990-05-10 , 1.2991015399 , 0.0083871346 , 0.0595752857 , 1.2991015399 , 0.1366979528 , 0.1503164785 , 0.3171169704 , 0.1052304868 , 1.2991015399 , 0.0937558774 , 0.2108176902 , 0.0904283311
1990-05-11 , 1.2823047779 , 0.0081355342 , 0.0549619321 , 1.2823047779 , 0.1115229853 , 0.1253246166 , 0.3088868318 , 0.0985252097 , 1.2823047779 , 0.0905526620 , 0.2110925744 , 0.0763753255
1990-05-12 , 1.1275857431 , 0.0078929759 , 0.0465078849 , 1.1275857431 , 0.0949474192 , 0.0973173917 , 0.2707822446 , 0.0879704227 , 1.1275857431 , 0.0811365198 , 0.1936609338 , 0.0576038502
1990-05-13 , 1.125950227  , 0.0076592339 , 0.0458455404 , 1.125950227  , 0.0925876193 , 0.0902816206 , 0.2741634792 , 0.0877195004 , 1.125950227  , 0.0835668492 , 0.2019183123 , 0.0511135524
1990-05-14 , 1.2651144522 , 0.0074331777 , 0.0488726581 , 1.2651144522 , 0.1005221895 , 0.0857941803 , 0.3074025472 , 0.0756467465 , 1.2651144522 , 0.0962368435 , 0.2186670373 , 0.0480183918
1990-05-15 , 1.8696798819 , 0.0073115595 , 0.0617418077 , 1.8696798819 , 0.1389598705 , 0.1006456163 , 0.4569736056 , 0.0676106770 , 1.8696798819 , 0.1423516168 , 0.3190248843 , 0.0526507342
1990-05-16 , 2.3235753942 , 0.0072613752 , 0.0569706669 , 2.3235753942 , 0.1566153068 , 0.1065682870 , 0.5607998317 , 0.0657199435 , 2.3235753942 , 0.1609872324 , 0.3676850495 , 0.0501247829
1990-05-17 , 2.2492144549 , 0.0069964373 , 0.0313191731 , 2.2492144549 , 0.1226368091 , 0.0886433919 , 0.5376297562 , 0.0570362231 , 2.2492144549 , 0.1351069698 , 0.3253153482 , 0.0347837095
1990-05-18 , 2.010909469  , 0.0067938910 , 0.0255072700 , 2.010909469  , 0.0978626392 , 0.0727426034 , 0.4791763870 , 0.0508232964 , 2.010909469  , 0.1120042588 , 0.2832487883 , 0.0300107601
1990-05-19 , 1.7910293014 , 0.0066067165 , 0.0216837564 , 1.7910293014 , 0.0872793693 , 0.0653433341 , 0.4116251627 , 0.0459544994 , 1.7910293014 , 0.0853583441 , 0.2446632667 , 0.0272189670
1990-05-20 , 1.8395394783 , 0.0064584236 , 0.0191053602 , 1.8395394783 , 0.0861913610 , 0.0653379087 , 0.4130420826 , 0.0431084527 , 1.8395394783 , 0.0807300709 , 0.2450968424 , 0.0256103515
1990-05-21 , 1.6983631275 , 0.0063386140 , 0.0169234664 , 1.6983631275 , 0.0771981698 , 0.0612128364 , 0.3786259404 , 0.0404030128 , 1.6983631275 , 0.0719482421 , 0.2234605577 , 0.0242888273
1990-05-22 , 1.6676284225 , 0.0063196252 , 0.0158153393 , 1.6676284225 , 0.0744547525 , 0.0599405923 , 0.3711310492 , 0.0398582175 , 1.6676284225 , 0.0692950212 , 0.2198016132 , 0.0237173574
1990-05-23 , 1.5577064797 , 0.0061509875 , 0.0138536240 , 1.5577064797 , 0.0590151186 , 0.0565101906 , 0.3435689290 , 0.0380685311 , 1.5577064797 , 0.0629889594 , 0.2067841706 , 0.0222479926
1990-05-24 , 2.2957535355 , 0.0093478732 , 0.0209504303 , 2.2957535355 , 0.0749559190 , 0.0832600911 , 0.4932126646 , 0.0638893410 , 2.2957535355 , 0.0816880967 , 0.2988389757 , 0.0348926686
1990-05-25 , 1.9412986473 , 0.0117399993 , 0.0264594183 , 1.9412986473 , 0.0761770743 , 0.0852412470 , 0.4094774034 , 0.0820158782 , 1.9412986473 , 0.0727959526 , 0.2576854563 , 0.0444738316
1990-05-26 , 1.2405171712 , 0.0089224356 , 0.0208699543 , 1.2405171712 , 0.0573046648 , 0.0598040545 , 0.2736678512 , 0.0636610242 , 1.2405171712 , 0.0521764683 , 0.1632431595 , 0.0350802952
1990-05-27 , 1.0441350866 , 0.0072139032 , 0.0160954227 , 1.0441350866 , 0.0450391981 , 0.0470654523 , 0.2320954499 , 0.0471123590 , 1.0441350866 , 0.0418773509 , 0.1354822229 , 0.0267006202
1990-05-28 , 0.8617856626 , 0.0067760326 , 0.0140536838 , 0.8617856626 , 0.0376399288 , 0.0415304679 , 0.1940004702 , 0.0405133282 , 0.8617856626 , 0.0345106337 , 0.1157391583 , 0.0234361436
1990-05-29 , 0.7045472322 , 0.0066110117 , 0.0136736833 , 0.7045472322 , 0.0334531431 , 0.0383818449 , 0.1611420807 , 0.0393421315 , 0.7045472322 , 0.0295337818 , 0.0988204391 , 0.0227941441
1990-05-30 , 0.5891525834 , 0.0064206723 , 0.0132724338 , 0.5891525834 , 0.0302603263 , 0.0360310872 , 0.1376277781 , 0.0381487810 , 0.5891525834 , 0.0262828685 , 0.0865951538 , 0.0221357557
1990-05-31 , 0.5509223655 , 0.0062368886 , 0.0128734447 , 0.5509223655 , 0.0284948279 , 0.0359786423 , 0.1318352027 , 0.0370832654 , 0.5509223655 , 0.0245607729 , 0.0840541133 , 0.0214670817
1990-06-01 , 0.6124890928 , 0.0060590955 , 0.0124894882 , 0.6124890928 , 0.0288350988 , 0.0361486363 , 0.1475356491 , 0.0360708732 , 0.6124890928 , 0.0254417137 , 0.0909823946 , 0.0208222566
1990-06-02 , 0.7663903696 , 0.0059004042 , 0.0121275725 , 0.7663903696 , 0.0303411412 , 0.0331420898 , 0.1750700774 , 0.0349123354 , 0.7663903696 , 0.0280583133 , 0.1015339039 , 0.0202281811
1990-06-03 , 0.8200805099 , 0.0057838721 , 0.0118453414 , 0.8200805099 , 0.0307928014 , 0.0305634674 , 0.1850767913 , 0.0339952257 , 0.8200805099 , 0.0289730496 , 0.1042044180 , 0.0197523329
1990-06-04 , 1.0468175817 , 0.0060243959 , 0.0124109338 , 1.0468175817 , 0.0363585295 , 0.0310995596 , 0.2347334119 , 0.0360105161 , 1.0468175817 , 0.0357868336 , 0.1343130605 , 0.0206524885
1990-06-05 , 1.3926796242 , 0.0086457428 , 0.0171029549 , 1.3926796242 , 0.0473352502 , 0.0384019638 , 0.3145164206 , 0.0503476744 , 1.3926796242 , 0.0445800781 , 0.1611572265 , 0.0287122938
1990-06-06 , 2.704389332  , 0.0291852032 , 0.0529111508 , 2.704389332  , 0.1143726490 , 0.1023957428 , 0.6216202346 , 0.1572179722 , 2.704389332  , 0.0984212239 , 0.3094934534 , 0.0892528393
1990-06-07 , 1.867940606  , 0.0252879954 , 0.0458613642 , 1.867940606  , 0.0921667028 , 0.0886592158 , 0.4363267686 , 0.1360957393 , 1.867940606  , 0.0729062681 , 0.2085969147 , 0.0773763021
1990-06-08 , 1.9964005082 , 0.0332392940 , 0.0590372722 , 1.9964005082 , 0.1118699814 , 0.1120320638 , 0.4736115633 , 0.1734180591 , 1.9964005082 , 0.0874853063 , 0.2399357548 , 0.0992413555
1990-06-09 , 1.3659226029 , 0.0334513347 , 0.0589118110 , 1.3659226029 , 0.1003081144 , 0.1095253274 , 0.3341449879 , 0.1718040182 , 1.3659226029 , 0.0787495930 , 0.1983477556 , 0.0987885652
1990-06-10 , 1.10052332   , 0.0287746852 , 0.0505427607 , 1.10052332   , 0.0838422987 , 0.0926538537 , 0.2718608714 , 0.1465173792 , 1.10052332   , 0.0659493906 , 0.1632648609 , 0.0846998426
1990-06-11 , 0.9662372730 , 0.0224340368 , 0.0397022388 , 0.9662372730 , 0.0690646700 , 0.0749200890 , 0.2359527588 , 0.1158153393 , 0.9662372730 , 0.0548843948 , 0.1404785155 , 0.0666716399
1990-06-12 , 0.9494750977 , 0.0180065013 , 0.0322464553 , 0.9494750977 , 0.0609511763 , 0.0626107675 , 0.2351911756 , 0.0952105487 , 0.9494750977 , 0.0497098569 , 0.1347292300 , 0.0541524251
1990-06-13 , 0.9362972683 , 0.0173403139 , 0.0310196488 , 0.9362972683 , 0.0600312409 , 0.0598639593 , 0.2375232838 , 0.0917402479 , 0.9362972683 , 0.0492040564 , 0.1333184136 , 0.0519897460
1990-06-14 , 0.8727908664 , 0.0143244989 , 0.0258992512 , 0.8727908664 , 0.0518848561 , 0.0502547652 , 0.2194737187 , 0.0766958731 , 0.8727908664 , 0.0427720811 , 0.1175901059 , 0.0434226707
1990-06-15 , 0.7662258007 , 0.0110122114 , 0.0201318811 , 0.7662258007 , 0.0417631927 , 0.0393693712 , 0.1896704779 , 0.0597467492 , 0.7662258007 , 0.0349698668 , 0.0979961253 , 0.0338000262
1990-06-16 , 0.7074783325 , 0.0092472782 , 0.0166499385 , 0.7074783325 , 0.0345422815 , 0.0322313096 , 0.1683969004 , 0.0485243054 , 0.7074783325 , 0.0287547923 , 0.0831167715 , 0.0278496637
1990-06-17 , 0.7594901191 , 0.0089265045 , 0.0160574454 , 0.7594901191 , 0.0329390348 , 0.0304453531 , 0.1712528934 , 0.0462380868 , 0.7594901191 , 0.0276970756 , 0.0824813278 , 0.0268384014
1990-06-18 , 0.8875689471 , 0.0087167245 , 0.0156800447 , 0.8875689471 , 0.0333020244 , 0.0297634548 , 0.1927985298 , 0.0451824046 , 0.8875689471 , 0.0290406404 , 0.0907112403 , 0.0261982105
1990-06-19 , 0.9953783954 , 0.0085171170 , 0.0153124773 , 0.9953783954 , 0.0333637378 , 0.0290519431 , 0.2203598587 , 0.0441130461 , 0.9953783954 , 0.0301463940 , 0.0978879575 , 0.0255805121
1990-06-20 , 1.3858686659 , 0.0091756185 , 0.0166612413 , 1.3858686659 , 0.0375684949 , 0.0318072283 , 0.2963314480 , 0.0482399269 , 1.3858686659 , 0.0354632342 , 0.1202051233 , 0.0277624059
1990-06-21 , 2.1076549389 , 0.0172060366 , 0.0320968062 , 2.1076549389 , 0.0667751735 , 0.0616767035 , 0.4477005570 , 0.0950407805 , 2.1076549389 , 0.0590689200 , 0.1868064597 , 0.0534518771
1990-06-22 , 1.5249905056 , 0.0129480431 , 0.0246111834 , 1.5249905056 , 0.0505217376 , 0.0479239003 , 0.3209936070 , 0.0733222114 , 1.5249905056 , 0.0401159215 , 0.1186971029 , 0.0410260235
1990-06-23 , 1.3714625606 , 0.0104098850 , 0.0203934281 , 1.3714625606 , 0.0406785753 , 0.0403354221 , 0.2556221290 , 0.0615035444 , 1.3714625606 , 0.0334931549 , 0.0942527488 , 0.0340467664
1990-06-24 , 1.2175751863 , 0.0090022333 , 0.0166221336 , 1.2175751863 , 0.0318106191 , 0.0319765443 , 0.2059267397 , 0.0488303855 , 1.2175751863 , 0.0265132197 , 0.0743582265 , 0.0276914243
1990-06-25 , 1.2424789994 , 0.0086785211 , 0.0155996816 , 1.2424789994 , 0.0290025498 , 0.0294903790 , 0.2098890516 , 0.0453023274 , 1.2424789994 , 0.0235521104 , 0.0643710666 , 0.0260597512
1990-06-26 , 1.382957515  , 0.0084169741 , 0.0151242857 , 1.382957515  , 0.0276837383 , 0.0285859285 , 0.2233461732 , 0.0439249673 , 1.382957515  , 0.0222420021 , 0.0592063621 , 0.0252658420
1990-06-27 , 1.380215002  , 0.0081685384 , 0.0146728514 , 1.380215002  , 0.0265048557 , 0.0277359574 , 0.2188224509 , 0.0426163285 , 1.380215002  , 0.0211216679 , 0.0549493860 , 0.0245101363
1990-06-28 , 1.3910138166 , 0.0080815067 , 0.0146617747 , 1.3910138166 , 0.0266976815 , 0.0282296639 , 0.1931131998 , 0.0427628128 , 1.3910138166 , 0.0212504068 , 0.0554221824 , 0.0244459364
1990-06-29 , 1.2676614267 , 0.0079045047 , 0.0142716018 , 1.2676614267 , 0.0257767289 , 0.0273405852 , 0.1558910227 , 0.0415479871 , 1.2676614267 , 0.0204965097 , 0.0530153628 , 0.0238093622
1990-06-30 , 1.1819623029 , 0.0076829699 , 0.0138945402 , 1.1819623029 , 0.0248853894 , 0.0265462240 , 0.1287897181 , 0.0404904965 , 1.1819623029 , 0.0197389956 , 0.0501404938 , 0.0231827347
1990-07-01 , 2.0821632668 , 0.0190990307 , 0.0374267578 , 2.0821632668 , 0.0693341291 , 0.0744298863 , 0.2707198530 , 0.1146443685 , 2.0821632668 , 0.0537877964 , 0.1369366682 , 0.0628223560
1990-07-02 , 1.4073045519 , 0.0173312718 , 0.0340386284 , 1.4073045519 , 0.0632595486 , 0.0677996601 , 0.2254324453 , 0.1047901293 , 1.4073045519 , 0.0493760851 , 0.1255022966 , 0.0573018391
1990-07-03 , 1.2293407299 , 0.0182725694 , 0.0356004503 , 1.2293407299 , 0.0652682834 , 0.0701269078 , 0.2245668764 , 0.1092041016 , 1.2293407299 , 0.0515193232 , 0.1288775408 , 0.0598054109
1990-07-04 , 1.1824028863 , 0.0235274703 , 0.0438609934 , 1.1824028863 , 0.0775209779 , 0.0839102285 , 0.2555334021 , 0.1321940105 , 1.1824028863 , 0.0608667443 , 0.1508574309 , 0.073497857 
1990-07-05 , 1.0824193884 , 0.0186213739 , 0.0350380226 , 1.0824193884 , 0.0629453306 , 0.0674971968 , 0.2217930545 , 0.1059529622 , 1.0824193884 , 0.0497292977 , 0.1248335096 , 0.0587169506
1990-07-06 , 1.0140440764 , 0.0165357802 , 0.0312429921 , 1.0140440764 , 0.0564503988 , 0.0604033292 , 0.2018908465 , 0.0945362233 , 1.0140440764 , 0.0450272171 , 0.1132532189 , 0.0522772895
1990-07-07 , 0.7945102833 , 0.0123955621 , 0.0238306115 , 0.7945102833 , 0.0438412137 , 0.0466389974 , 0.1598420320 , 0.0725735135 , 0.7945102833 , 0.0352154767 , 0.0890141238 , 0.0398891872
1990-07-08 , 0.8420250222 , 0.0116934317 , 0.0223103841 , 0.8420250222 , 0.0408742269 , 0.0434798628 , 0.1475662795 , 0.0675503201 , 0.8420250222 , 0.0331954391 , 0.0838127984 , 0.0371814869
1990-07-09 , 0.824017447  , 0.0101406521 , 0.0187038845 , 0.824017447  , 0.0332464147 , 0.0356942636 , 0.1208107277 , 0.0554784703 , 0.824017447  , 0.0272298176 , 0.0687470613 , 0.0310002079
1990-07-10 , 0.7950801708 , 0.0107112177 , 0.0191313566 , 0.7950801708 , 0.0331606828 , 0.0359195285 , 0.1163640905 , 0.0562519215 , 0.7950801708 , 0.0271837023 , 0.0679939551 , 0.0316268355
1990-07-11 , 0.6007915921 , 0.0096923828 , 0.0170557092 , 0.6007915921 , 0.0292524549 , 0.0317877875 , 0.0988598294 , 0.0496362756 , 0.6007915921 , 0.0231664587 , 0.0578051531 , 0.0284261067
1990-07-12 , 0.5835424918 , 0.0093937626 , 0.0165266249 , 0.5835424918 , 0.0283178823 , 0.0307033962 , 0.0933282922 , 0.0480573865 , 0.5835424918 , 0.0221536141 , 0.0548519559 , 0.0275425663
1990-07-13 , 0.5700778537 , 0.0091058801 , 0.0160189027 , 0.5700778537 , 0.0274518048 , 0.0297628896 , 0.0903383608 , 0.0465840658 , 0.5700778537 , 0.0214718288 , 0.0531565348 , 0.0266979076
1990-07-14 , 0.5592913592 , 0.0088280571 , 0.0155293782 , 0.5592913592 , 0.0266169795 , 0.0288566306 , 0.0875716598 , 0.0451635290 , 0.5592913592 , 0.0208171702 , 0.0515324345 , 0.0258833143
1990-07-15 , 0.5277118824 , 0.0085600675 , 0.0150571470 , 0.5277118824 , 0.0258122197 , 0.0279826976 , 0.0849062320 , 0.0437938548 , 0.5277118824 , 0.0201861345 , 0.0499675608 , 0.0250977691
1990-07-16 , 0.4387079310 , 0.0083016289 , 0.0146017568 , 0.4387079310 , 0.0250364515 , 0.0271400169 , 0.0823379517 , 0.0424728958 , 0.4387079310 , 0.0195778741 , 0.0484593143 , 0.0243402551
1990-07-17 , 0.3984622814 , 0.0080525715 , 0.0141629818 , 0.3984622814 , 0.0242888273 , 0.0263285319 , 0.0798673276 , 0.0411992956 , 0.3984622814 , 0.0189923322 , 0.0470089947 , 0.0236099808
1990-07-18 , 0.3732704445 , 0.0078141388 , 0.0137422349 , 0.3732704445 , 0.0235742922 , 0.0255554198 , 0.0775335242 , 0.0399771796 , 0.3732704445 , 0.0184343125 , 0.0456427114 , 0.0229089242
1990-07-19 , 0.3518524170 , 0.0075818662 , 0.0133335254 , 0.3518524170 , 0.0228787458 , 0.0247997142 , 0.0752384608 , 0.0387914587 , 0.3518524170 , 0.0178892346 , 0.0442933825 , 0.0222286647
1990-07-20 , 0.3385878951 , 0.0073575620 , 0.0129388313 , 0.3385878951 , 0.0222068503 , 0.0240697224 , 0.073018731  , 0.0376467105 , 0.3385878951 , 0.0173628064 , 0.0429885299 , 0.0215719718
1990-07-21 , 0.3302162170 , 0.0071411133 , 0.0125579834 , 0.3302162170 , 0.0215586344 , 0.0233651620 , 0.0708780076 , 0.0365417480 , 0.3302162170 , 0.0168549713 , 0.0417297929 , 0.0209381102
1990-07-22 , 0.3213628133 , 0.0069319548 , 0.0121901335 , 0.3213628133 , 0.0209330241 , 0.0226850721 , 0.0688130696 , 0.0354751022 , 0.3213628133 , 0.0163647687 , 0.0405154192 , 0.0203264023
1990-07-23 , 0.3111108568 , 0.0067300301 , 0.0118352819 , 0.3111108568 , 0.0203290586 , 0.0220287182 , 0.0668209499 , 0.0344455294 , 0.3111108568 , 0.0158918591 , 0.0393435726 , 0.0197356048
1990-07-24 , 0.2897056580 , 0.0065350566 , 0.0114924678 , 0.2897056580 , 0.0197460597 , 0.0213950263 , 0.0648986817 , 0.0334512216 , 0.2897056580 , 0.0154353388 , 0.0382127266 , 0.0191653215
1990-07-25 , 0.275356208  , 0.0063467520 , 0.0111615782 , 0.275356208  , 0.0191831235 , 0.0207829793 , 0.063043552  , 0.0324911611 , 0.275356208  , 0.0149945294 , 0.0371210168 , 0.0186144792
1990-07-26 , 0.2723041676 , 0.0061662462 , 0.0108596236 , 0.2723041676 , 0.0187897294 , 0.0203536423 , 0.0620443274 , 0.0316788849 , 0.2723041676 , 0.0146027175 , 0.0364547163 , 0.0181186251
1990-07-27 , 0.2975341232 , 0.0060017339 , 0.0106158786 , 0.2975341232 , 0.0190229910 , 0.0205321699 , 0.0644832752 , 0.0311409280 , 0.2975341232 , 0.0143194692 , 0.0373065242 , 0.0177242703
1990-07-28 , 0.2623817161 , 0.0058315136 , 0.0103076510 , 0.2623817161 , 0.0179603294 , 0.0194487394 , 0.0595000655 , 0.0301744815 , 0.2623817161 , 0.0138867414 , 0.0349309285 , 0.0172107272
1990-07-29 , 0.2549614235 , 0.0056683575 , 0.0100203902 , 0.2549614235 , 0.0174854702 , 0.0189490990 , 0.0579394021 , 0.0293403342 , 0.2549614235 , 0.0135211519 , 0.0340965837 , 0.0167327881
1990-07-30 , 0.2525789049 , 0.0055220427 , 0.0097785101 , 0.2525789049 , 0.0171803792 , 0.0186389216 , 0.0570851360 , 0.0286682694 , 0.2525789049 , 0.0132520039 , 0.0337151421 , 0.0163342511
1990-07-31 , 0.2585238139 , 0.0054134227 , 0.0096723769 , 0.2585238139 , 0.0172086645 , 0.0187628287 , 0.0576070714 , 0.0285182245 , 0.2585238139 , 0.0132437246 , 0.0343104610 , 0.0161749380
1990-08-01 , 0.2581913136 , 0.0053486577 , 0.0096745808 , 0.2581913136 , 0.0172274272 , 0.0188026711 , 0.0576849478 , 0.0286975436 , 0.2581913136 , 0.0133509600 , 0.0345272488 , 0.0162006519
1990-08-02 , 0.2516083894 , 0.0052594219 , 0.0095142505 , 0.2516083894 , 0.0169308981 , 0.0184299328 , 0.0565054433 , 0.0282323200 , 0.2516083894 , 0.0131177549 , 0.0337609750 , 0.0159395571
1990-08-03 , 0.2440646984 , 0.0051141244 , 0.0092480694 , 0.2440646984 , 0.0164588928 , 0.0178959034 , 0.0549100241 , 0.0274394283 , 0.2440646984 , 0.0127386870 , 0.0327349909 , 0.0154930962
1990-08-04 , 0.2371439333 , 0.0049732350 , 0.0089923999 , 0.2371439333 , 0.0160062436 , 0.0174011231 , 0.0533949675 , 0.0266806143 , 0.2371439333 , 0.0123889500 , 0.0318285341 , 0.0150655110
1990-08-05 , 0.2304583514 , 0.0048372057 , 0.0087452641 , 0.2304583514 , 0.0155687967 , 0.0169229013 , 0.0519310281 , 0.0259471468 , 0.2304583514 , 0.0120508830 , 0.0309525665 , 0.0146519412
1990-08-06 , 0.2711260478 , 0.0048182734 , 0.0090362549 , 0.2711260478 , 0.0168669524 , 0.0183715821 , 0.0575930278 , 0.0272162542 , 0.2711260478 , 0.0128467701 , 0.0348075300 , 0.0151032624
1990-08-07 , 0.3589506644 , 0.0049310755 , 0.0097725197 , 0.3589506644 , 0.0194480613 , 0.0214250351 , 0.0697557802 , 0.0300893147 , 0.3589506644 , 0.0143650761 , 0.0425156205 , 0.0162763808
1990-08-08 , 0.2855608622 , 0.0047880384 , 0.0089361686 , 0.2855608622 , 0.0170258132 , 0.0185056898 , 0.0590440538 , 0.0269391095 , 0.2855608622 , 0.0128101773 , 0.0356428640 , 0.0149696067
1990-08-09 , 0.2424320927 , 0.0046574911 , 0.0086871111 , 0.2424320927 , 0.0158722488 , 0.0172172829 , 0.0534455758 , 0.0261426289 , 0.2424320927 , 0.0122339601 , 0.0320441069 , 0.0145529288
1990-08-10 , 0.235445291  , 0.0045311821 , 0.0084489045 , 0.235445291  , 0.0154359888 , 0.0167413217 , 0.0519661797 , 0.0254230074 , 0.235445291  , 0.0118969104 , 0.0311439514 , 0.0141542787
1990-08-11 , 0.2288028152 , 0.0044090553 , 0.0082185532 , 0.2288028152 , 0.0150148744 , 0.0162824277 , 0.0505424499 , 0.0247271503 , 0.2288028152 , 0.0115733394 , 0.0302862096 , 0.0137687400
1990-08-12 , 0.2226516724 , 0.0042922974 , 0.0079993354 , 0.2226516724 , 0.0146167614 , 0.0158494455 , 0.0492079840 , 0.0240630538 , 0.2226516724 , 0.0112740128 , 0.0294987431 , 0.0134000706
1990-08-13 , 0.2171855079 , 0.0041838751 , 0.0077982583 , 0.2171855079 , 0.0142552693 , 0.0154590183 , 0.0480044329 , 0.0234475029 , 0.2171855079 , 0.0110125506 , 0.0288234569 , 0.0130573414
1990-08-14 , 0.2222346129 , 0.0041226986 , 0.0077709905 , 0.2222346129 , 0.0143647371 , 0.0156209026 , 0.0485536929 , 0.0233557523 , 0.2222346129 , 0.0111210575 , 0.0295028686 , 0.0129625107
1990-08-15 , 0.2267602709 , 0.0041143345 , 0.0077570880 , 0.2267602709 , 0.0144819471 , 0.0158584593 , 0.0489249618 , 0.0233293038 , 0.2267602709 , 0.0111888179 , 0.0302488821 , 0.0129420527
1990-08-16 , 0.2143454799 , 0.0040185999 , 0.0075696309 , 0.2143454799 , 0.0139709754 , 0.0151561030 , 0.0470708776 , 0.0227485939 , 0.2143454799 , 0.0108016968 , 0.0285141556 , 0.0126319886
1990-08-17 , 0.2608351813 , 0.0041685881 , 0.0084829260 , 0.2608351813 , 0.0162253485 , 0.0175463075 , 0.0558124118 , 0.0256202415 , 0.2608351813 , 0.0127960770 , 0.0345310353 , 0.0140147456
1990-08-18 , 0.2254820082 , 0.0040356106 , 0.0077702275 , 0.2254820082 , 0.0145312273 , 0.0157329982 , 0.0491375959 , 0.0234325268 , 0.2254820082 , 0.0113380714 , 0.0301692820 , 0.0129480996
1990-08-19 , 0.2157916740 , 0.0039286578 , 0.0075578195 , 0.2157916740 , 0.0140861793 , 0.0152333578 , 0.047458903  , 0.0227935791 , 0.2157916740 , 0.0109422472 , 0.0288777386 , 0.0125938697
1990-08-20 , 0.2097774647 , 0.0038252653 , 0.0073548493 , 0.2097774647 , 0.0137061507 , 0.0148205227 , 0.0461747346 , 0.0221787629 , 0.2097774647 , 0.0106473568 , 0.0280886615 , 0.0122565375
1990-08-21 , 0.2039768078 , 0.0037251790 , 0.0071584066 , 0.2039768078 , 0.0133385835 , 0.0144211381 , 0.0449329518 , 0.0215838962 , 0.2039768078 , 0.0103620741 , 0.0273256936 , 0.0119301689
1990-08-22 , 0.1983753204 , 0.0036282291 , 0.0069683499 , 0.1983753204 , 0.0129828840 , 0.0140347516 , 0.0437317177 , 0.0210084420 , 0.1983753204 , 0.0100861443 , 0.0265877335 , 0.0116142556
1990-08-23 , 0.1929446468 , 0.0035344441 , 0.0067843683 , 0.1929446468 , 0.0126387702 , 0.0136609396 , 0.0425698174 , 0.0204514397 , 0.1929446468 , 0.0098191155 , 0.0258740459 , 0.0113085712
